Suit of Card 1,Suit of Card 2,Suit of Card 3,Suit of Card 4,Suit of Card 5,Rank of Card 1,Rank of Card 2,Rank of Card 3,Rank of Card 4,Rank of Card 5,Poker Hand,Unique Ranks,Unique Suits,Hand Strength,Max Rank Frequency,Fold,Check,Call,Raise,All-In
0,1,0,0,1,2,7,3,2,11,1,4,3,1,2,0.245131629820731,0.5354005137988695,0.0588474959675319,0.1471161361665863,0.013504224246281
0,0,0,0,0,3,11,12,13,9,0,5,2,5,1,0.0793567681735674,0.0996242224480686,0.2798640311547093,0.3624422537961875,0.1787127244274671
1,0,0,1,0,7,6,7,12,10,1,4,3,1,2,0.2272973133205961,0.5691864486352851,0.0863122072291459,0.1049739208380035,0.0122301099769693
1,0,1,1,1,10,2,4,4,11,1,4,2,1,2,0.2198289164227309,0.5684981981022579,0.0682825324734818,0.1093113895330686,0.0340789634684606
1,1,0,0,1,9,5,3,2,3,1,4,3,1,2,0.2146979794961129,0.5289103441157427,0.0640544579445755,0.1652147793733013,0.0271224390702673
0,0,1,0,0,5,7,3,6,2,4,5,3,0,1,0.2106490705056729,0.5888495747206404,0.0651695351495109,0.1049936133283641,0.0303382062958117
0,1,1,0,0,10,11,11,13,4,1,4,3,1,2,0.2062150542451716,0.5893279955456614,0.0654560858855972,0.112314825850895,0.0266860384726747
0,0,0,0,0,10,9,5,5,4,1,4,3,5,2,0.0772311096061558,0.0854433524459943,0.3358180599505061,0.3906294625845452,0.1108780154127982
0,1,0,0,0,13,2,5,9,6,0,5,3,0,1,0.1719146649460306,0.5976315689505751,0.0702365953887109,0.1210659506949288,0.0391512200197543
0,0,0,0,1,8,2,8,5,9,1,4,3,1,2,0.2409753502508661,0.538652655698091,0.0818430998859273,0.1149619705900199,0.0235669235750955
1,0,1,0,0,7,13,13,8,3,1,4,2,1,2,0.2119598265067935,0.5987486182022547,0.0577739663390625,0.1169980218121131,0.0145195671397761
1,0,1,0,0,11,8,13,12,8,1,4,4,1,2,0.1786089310055748,0.5599583644556073,0.0756653034502622,0.1458440228914325,0.0399233781971229
1,1,0,1,0,3,6,7,3,11,1,4,3,1,2,0.2305722930053825,0.5704907784518735,0.0498385194387246,0.1364778300507715,0.0126205790532477
0,0,0,0,1,7,5,11,8,11,1,4,4,1,2,0.2060128478291856,0.5812344119520211,0.0541784658290633,0.1507373166939295,0.0078369576958003
0,0,0,0,0,6,6,12,5,4,1,4,3,5,2,0.0713276679506543,0.1089648655899422,0.3699036635726157,0.3663142086096052,0.0834895942771823
0,0,0,1,1,13,8,5,5,4,1,4,2,1,2,0.2439331281389669,0.5419821759571299,0.0593364071863584,0.120390185717514,0.0343581030000306
0,0,0,0,1,13,3,13,13,11,3,3,3,3,3,0.2359079822804417,0.564653582912832,0.0437891554947389,0.1231506965796429,0.0324985827323444
0,1,0,0,0,6,4,9,12,7,0,5,3,0,1,0.2075979947377743,0.6184921827496377,0.0691110669592178,0.0823558577230347,0.0224428978303355
0,1,0,0,0,8,8,8,5,11,3,3,3,3,3,0.201960790145918,0.5528504367660827,0.0658696082761237,0.1553590674776176,0.023960097334258
0,0,0,0,0,6,13,12,4,9,0,5,3,5,1,0.0746272039515725,0.0882960235807148,0.2761522493314584,0.3704253083974355,0.1904992147388186
0,0,0,1,0,12,6,3,2,11,4,5,3,0,1,0.2172405848227347,0.5385964586464005,0.0762291994694822,0.1326269275470877,0.0353068295142948
1,0,0,0,1,4,12,2,3,2,1,4,3,1,2,0.2208266860353681,0.5684633711782798,0.0626616135525279,0.1102548649567142,0.0377934642771098
0,0,0,0,0,2,4,13,7,6,4,5,3,5,1,0.0596204556172093,0.1394104791618377,0.2751563646611636,0.3806943992238283,0.1451183013359608
0,0,0,0,0,12,3,11,8,7,0,5,2,5,1,0.0674306881812717,0.1144976240092581,0.2559313424008053,0.3606632237743322,0.2014771216343325
0,0,1,0,0,4,3,3,11,13,1,4,3,1,2,0.2480586488451965,0.5341772825968224,0.0717393850908007,0.1051653641885128,0.0408593192786675
0,0,1,1,0,13,8,10,9,9,1,4,3,1,2,0.1938418324611356,0.6038757017387072,0.0870588539444044,0.0991305176132023,0.0160930942425503
1,0,0,0,0,9,9,11,2,6,1,4,4,1,2,0.2069391566499527,0.5971369946193079,0.0590091854809748,0.1125183391951936,0.0243963240545708
0,0,0,0,0,12,3,6,9,13,0,5,2,5,1,0.0488407912202632,0.1369597860442847,0.284593682605874,0.4257994273413433,0.1038063127882348
1,0,1,0,1,4,12,11,10,13,4,5,2,0,1,0.2009762375805984,0.5702312822758885,0.0519762629709906,0.1594810877977558,0.0173351293747665
0,0,0,0,0,3,6,10,10,11,1,4,3,5,2,0.0686704588806781,0.1102277863157037,0.3529753056496738,0.3207768574946639,0.1473495916592804
0,0,0,0,0,8,13,8,8,7,2,3,3,5,3,0.0610584672962194,0.0852701736719743,0.3093905778308283,0.3656428232166987,0.1786379579842791
0,0,1,0,0,12,3,3,3,10,2,3,3,3,3,0.1775451622885399,0.6347012026557876,0.0693387565206511,0.0839934751895524,0.0344214033454689
0,0,0,1,1,8,6,9,4,11,4,5,3,0,1,0.2169825204379769,0.554287368414796,0.0473377499152619,0.1681510648342797,0.0132412963976854
0,0,0,1,1,2,7,6,5,6,1,4,3,1,2,0.1914222995662262,0.5946639048857795,0.0800757533001986,0.1023682816168022,0.0314697606309933
0,0,1,0,0,13,10,10,9,8,1,4,3,1,2,0.2076300227864586,0.6062348781754245,0.0604107442594687,0.0975420330302413,0.0281823217484066
0,1,0,0,0,6,11,5,13,5,1,4,3,1,2,0.2076707108976357,0.5720152340081998,0.0609693139756962,0.143298230104428,0.0160465110140402
1,1,1,0,1,3,4,8,7,9,0,5,2,0,1,0.2050555866070561,0.6101586766427142,0.0524237450141264,0.1181691286600223,0.0141928630760808
1,0,1,0,0,5,4,7,7,4,3,3,3,2,2,0.1964778447119533,0.5699447532490898,0.0706431557697815,0.1387415213920135,0.0241927248771618
0,1,0,0,0,3,4,12,13,11,4,5,4,0,1,0.2042433033003444,0.5943778680822983,0.0485956110115847,0.1355864443847766,0.0171967732209958
0,1,0,0,0,5,6,5,10,5,2,3,3,3,3,0.1979091233489107,0.5584150515057565,0.0696563431182698,0.132624774539696,0.0413947074873668
0,0,0,0,1,11,9,9,8,2,1,4,4,1,2,0.1741119428685705,0.6129850748190878,0.0610734013856305,0.1429507007282028,0.0088788801985081
0,0,1,0,1,6,12,6,6,2,3,3,4,3,3,0.2345017937841366,0.5786963979256348,0.0689507224923305,0.1050081856282769,0.012842900169621
1,0,1,0,0,4,3,10,5,9,0,5,2,0,1,0.2309815235182442,0.5389905413833532,0.0647454585534288,0.1430175456065809,0.0222649309383928
1,0,0,0,0,9,9,3,6,5,1,4,3,1,2,0.2228046123949096,0.5533993521838486,0.0560714187650718,0.1543121006285836,0.0134125160275863
0,0,1,0,0,11,2,2,9,5,1,4,4,1,2,0.1939564275514685,0.5786158830043797,0.0861660425404265,0.1234297988759811,0.0178318480277442
0,0,1,1,0,2,12,4,4,3,1,4,3,1,2,0.2081205047593828,0.5481604866158905,0.07655876578189,0.1317738796938527,0.0353863631489839
1,1,0,0,0,11,10,7,3,12,4,5,3,0,1,0.1866756005077183,0.5890670254255895,0.0491565702675074,0.1566905404478068,0.0184102633513779
0,0,0,0,1,5,8,4,4,9,1,4,4,1,2,0.2144011851617155,0.623770457157488,0.0503895753204569,0.0871039435258661,0.0243348388344734
1,0,0,0,0,8,6,12,3,13,4,5,4,0,1,0.2024586168003214,0.6275666259090438,0.0423155561068311,0.0906543582100886,0.0370048429737149
0,0,0,1,1,9,11,12,5,11,1,4,3,1,2,0.1961676255257767,0.5693346025532692,0.0677992709855518,0.1354125028351261,0.0312859981002761
0,0,0,1,0,7,13,4,3,3,1,4,3,1,2,0.2134144077502816,0.5676576480591087,0.0626013386319679,0.137806045383528,0.0185205601751137
0,0,0,0,0,8,6,2,11,3,4,5,3,5,1,0.0453595292897307,0.133855410113713,0.2958066189196877,0.3238740646551297,0.2011043770217387
0,0,0,0,0,12,13,5,12,5,3,3,2,5,2,0.0482858493175982,0.1197744590268676,0.3013120905206528,0.3516630480603988,0.1789645530744825
0,0,0,0,0,2,7,8,3,4,4,5,3,5,1,0.0717524440840142,0.0756326277992713,0.3248780253706565,0.3549508734534677,0.17278602929259
0,0,0,0,0,7,12,9,6,8,0,5,2,5,1,0.0656328578092236,0.0947049530060598,0.2741955177744316,0.3939217456407642,0.1715449257695207
1,0,0,1,1,13,6,12,2,10,0,5,3,0,1,0.2473862061768296,0.5512334253681918,0.075871663555679,0.1101059464409197,0.0154027584583797
0,0,0,0,0,5,4,5,13,4,3,3,3,5,2,0.0372897621523849,0.0693022852446156,0.3345678984801079,0.3809945605850009,0.1778454935378905
0,0,1,0,0,12,10,11,13,8,4,5,4,0,1,0.1941583691182,0.5917737899854244,0.0610110768257217,0.117015814334102,0.0360409497365517
0,1,1,0,0,6,2,6,11,11,3,3,3,2,2,0.2108312007645788,0.5634007207037502,0.0660349088542731,0.1271726818358681,0.0325604878415295
0,0,0,0,0,13,12,12,6,7,1,4,2,5,2,0.0508214125023357,0.1320169390076989,0.3025432747146134,0.4019804063407045,0.1126379674346473
0,0,0,0,0,9,12,13,7,7,1,4,3,5,2,0.0540332160889427,0.1288675116235136,0.306412574393388,0.4013140495939036,0.1093726483002519
0,0,0,0,0,11,10,7,7,2,1,4,3,5,2,0.0579623463440956,0.0883171851691182,0.3013371613912083,0.4178818723093795,0.1345014347861983
0,0,0,0,0,2,13,12,10,2,1,4,2,5,2,0.0621681850753507,0.1089699139471011,0.3350791264402143,0.3543659124873218,0.1394168620500118
0,0,0,0,0,10,6,5,4,7,0,5,3,5,1,0.0676579156450295,0.120510554572857,0.3100840493122631,0.3425955807552199,0.1591518997146304
0,1,0,0,0,13,13,4,7,6,1,4,3,1,2,0.1876487765217943,0.6047833085845856,0.0728403255496438,0.1091504522223198,0.0255771371216562
0,0,0,0,1,10,9,10,7,8,1,4,3,1,2,0.1973042006505203,0.5791765108011633,0.0615530495167864,0.1498487412612895,0.0121174977702404
0,0,1,0,1,5,10,8,9,4,4,5,4,0,1,0.2134980555192909,0.5390769287364012,0.0688114862618037,0.1464271892714153,0.0321863402110888
1,0,0,0,0,3,7,9,6,9,1,4,3,1,2,0.1947770526185386,0.5512205492837795,0.0708868049944871,0.1580678044663666,0.0250477886368281
0,0,0,0,0,9,7,2,13,2,1,4,3,5,2,0.066920022696525,0.1458152456344082,0.2584850672841955,0.3638906208102579,0.1648890435746133
0,0,0,0,0,5,5,3,3,8,2,3,2,5,2,0.0778753297861152,0.1479161929302109,0.2753870452522234,0.3352929393437149,0.1635284926877355
0,0,0,0,0,6,7,12,13,3,4,5,3,5,1,0.0499234362197201,0.0890495197945762,0.3123776832414165,0.4387360187815,0.109913341962787
1,0,0,0,0,12,12,2,4,12,3,3,3,3,3,0.2330573959438274,0.5277796735022764,0.0635809483066749,0.1535117369289549,0.0220702453182663
0,0,0,1,0,9,11,9,12,7,1,4,2,1,2,0.2014057605441127,0.5661337457717328,0.0662133813167591,0.1268196980806162,0.039427414286779
0,0,1,0,0,3,12,3,7,4,1,4,4,1,2,0.180878228358505,0.6088277687488886,0.0517897834027522,0.1272865568363311,0.031217662653523
1,0,0,0,0,6,5,8,4,8,1,4,3,1,2,0.1845702661627534,0.6293354639168233,0.0766043949390199,0.0888400503171342,0.0206498246642691
0,0,0,0,0,12,3,10,6,8,4,5,3,5,1,0.046698027209776,0.1321548813663341,0.2840145913261745,0.3727531819550813,0.1643793181426341
0,1,1,0,0,11,6,13,11,6,2,3,3,2,2,0.2094954828625254,0.5915125347463325,0.0483501200772231,0.138208501599695,0.0124333607142239
0,0,0,0,0,9,3,3,13,8,1,4,2,5,2,0.0435337844959013,0.1279836520003501,0.2310583149963448,0.395895731216873,0.2015285172905307
1,0,0,0,1,9,5,7,3,3,1,4,4,1,2,0.2387905030521677,0.5739169657846459,0.0564200107640055,0.091333720034385,0.0395388003647957
0,0,0,0,0,10,9,2,3,13,0,5,3,5,1,0.0627176165376454,0.1389757036491694,0.3125517373639057,0.3552115820686662,0.1305433603806131
0,0,0,1,0,13,13,9,7,12,1,4,3,1,2,0.2076958296803978,0.6141294289204448,0.0538160153190713,0.1011587362380375,0.0231999898420485
1,0,0,0,0,9,2,4,9,5,1,4,3,1,2,0.2001536410051367,0.6143686662964938,0.0590446794143388,0.093820420405024,0.0326125928790065
0,0,0,0,0,3,7,8,3,13,1,4,2,5,2,0.0613588688202135,0.1201598780855403,0.2947670820645099,0.3461612364228603,0.1775529346068759
0,1,1,0,1,9,7,13,11,9,1,4,2,1,2,0.2233041825144927,0.5643968477498266,0.0794675750266824,0.0958030465000247,0.0370283482089735
0,0,1,0,1,4,6,8,5,8,1,4,3,1,2,0.2001474125176204,0.6125831447572154,0.0659035410876471,0.0965461528808109,0.024819748756706
1,0,0,0,1,5,3,11,10,4,0,5,4,0,1,0.24502076000255,0.5757995455134657,0.0603234849881322,0.0957004701029306,0.0231557393929214
0,0,1,0,1,13,12,11,7,11,1,4,4,1,2,0.1746240879234521,0.6201315272565096,0.0595346287758291,0.1170413918952252,0.0286683641489839
0,0,1,0,1,5,2,7,2,11,1,4,2,1,2,0.2382493465901981,0.5537955608398837,0.0620566462815528,0.1115583746077522,0.0343400716806131
1,1,0,0,0,8,9,4,13,4,1,4,2,1,2,0.1811677513275948,0.6190335994112018,0.0700742315508014,0.1198334534356992,0.0098909642747026
0,0,1,1,0,11,7,4,3,3,1,4,3,1,2,0.1865839503335646,0.5511250364539722,0.0761572926107126,0.1642307802540227,0.0219029403477279
0,0,1,0,0,13,2,5,8,13,1,4,3,1,2,0.1729273365078906,0.5713650232167691,0.0707595683436289,0.1590511843234018,0.0258968876083095
0,0,0,1,0,9,12,13,7,7,1,4,2,1,2,0.1884444913272141,0.5555049232030775,0.0780070043686084,0.1568416161546025,0.0212019649464973
1,1,0,1,1,3,11,11,6,12,1,4,2,1,2,0.1768148502106307,0.5711204825117134,0.0817739108076711,0.1484037991234639,0.0218869573465207
0,0,1,0,0,12,10,7,5,11,4,5,3,0,1,0.1778771957058999,0.6441771942185575,0.0468607648610596,0.1134888479723866,0.0175959972420962
0,0,0,0,0,13,9,10,12,9,1,4,3,5,2,0.0480899228296923,0.1319415167570259,0.3380979280523001,0.3350118181762217,0.1468588141847599
0,0,1,0,1,3,13,11,7,13,1,4,4,1,2,0.2362061383350225,0.5699625403034204,0.0441038114116953,0.111413058476093,0.0383144514737686
1,0,0,0,0,9,8,2,11,2,1,4,3,1,2,0.1768427092634612,0.5635361403796096,0.0621294092697683,0.1596617942286771,0.0378299468584836
0,1,1,0,0,6,12,5,2,2,1,4,3,1,2,0.1979464690353738,0.5613542329968176,0.0673211093446132,0.1349362604841257,0.0384419281390696
0,0,0,0,0,7,11,4,3,6,0,5,3,5,1,0.0547090884578481,0.1301721939016741,0.2372057067103562,0.3790010319776691,0.1989119789524522
0,0,1,0,1,6,11,12,3,11,1,4,3,1,2,0.2095331176364236,0.5751551881165733,0.0718759731557563,0.1045574321104486,0.0388782889807981
0,0,1,0,0,8,6,13,6,8,3,3,3,2,2,0.1914951239490495,0.6061296827909282,0.0779919568498487,0.1103640631239382,0.0140191732862352
0,0,1,0,1,6,13,10,12,4,0,5,3,0,1,0.1985241847259065,0.6256654196203559,0.0654984781689609,0.082824844570718,0.0274870729140586
1,1,0,0,1,6,6,9,9,7,2,3,2,2,2,0.1838285313065115,0.5657670057566438,0.06628897810043,0.1614526070866413,0.0226628777497731
1,0,1,0,1,10,7,3,12,8,4,5,3,0,1,0.1944008361419668,0.5565124598739292,0.0780681540088152,0.1577847690990768,0.0132337808762119
1,0,0,1,0,4,4,9,8,13,1,4,4,1,2,0.2241435396856234,0.5727833763434313,0.0489317244474725,0.120204556752539,0.0339368027709336
1,0,0,0,1,11,4,12,7,7,1,4,3,1,2,0.2307995472534642,0.5670813594189474,0.0698449118759321,0.1039764390421195,0.0282977424095365
0,1,1,1,1,10,7,9,12,5,0,5,2,0,1,0.2312843940559994,0.5388133386517303,0.0710396145654,0.1261883508460698,0.0326743018808003
0,0,0,0,0,8,5,13,3,4,0,5,3,5,1,0.0426299007757032,0.1018104381720946,0.2638238426854453,0.3650011535862428,0.2267346647805139
1,1,0,0,1,8,6,7,7,4,1,4,2,1,2,0.2200867958954282,0.5335124874845076,0.0726646127606632,0.1396930479423724,0.0340430559170285
0,0,1,0,0,10,10,3,12,5,1,4,4,1,2,0.2285929747868059,0.5564908506985033,0.0768022355666321,0.098569656956781,0.0395442819912774
0,0,0,1,1,7,11,5,11,5,3,3,3,2,2,0.1800548101015708,0.6036672854432847,0.0442539193387841,0.1379895880167258,0.0340343970996344
1,1,0,0,1,2,5,4,11,11,1,4,3,1,2,0.2304644057707223,0.5215781353490404,0.0807284251690779,0.1376512244635641,0.029577809247595
0,0,0,1,0,7,13,7,2,4,1,4,3,1,2,0.2113296733019407,0.5966461808930968,0.0637273205560653,0.1102308022819013,0.0180660229669958
1,0,0,0,0,13,11,5,6,10,0,5,2,0,1,0.2232213744213304,0.5656542700692219,0.0849791500667514,0.1164379170233557,0.0097072884193405
1,1,0,1,1,10,9,13,4,8,4,5,2,0,1,0.2168847828026419,0.581051627896163,0.0781009001942699,0.1008933406202189,0.023069348486706
1,0,0,0,0,2,2,12,5,5,3,3,4,2,2,0.2031967231181038,0.6163455036165495,0.0609377715148468,0.1009467160142848,0.018573285736215
0,0,0,0,1,4,4,4,10,9,2,3,4,3,3,0.2174881090566949,0.5623637053864348,0.0577984752664215,0.1422898420246553,0.0200598682657933
1,1,1,0,0,5,11,7,4,11,1,4,3,1,2,0.2151532614017473,0.5680644635977999,0.0566183381009556,0.1431156425820557,0.0170482943174413
0,1,0,1,0,8,11,13,11,11,2,3,3,3,3,0.2080795539770886,0.5697936953452659,0.0396996129239565,0.1455201278967294,0.0369070098569593
0,0,0,0,0,8,6,12,7,6,1,4,2,5,2,0.0518059926058297,0.1362846828582152,0.3419061899725628,0.3567964646517298,0.1132066699116624
0,0,1,0,0,4,8,3,10,2,4,5,4,0,1,0.1796265576975115,0.5667651602734984,0.0565517975232637,0.1672183279072951,0.029838156598431
0,0,1,0,0,4,8,6,2,3,4,5,4,0,1,0.2052422377826122,0.548917903855079,0.0817511530087208,0.1540033226878305,0.0100853826657574
0,0,0,1,0,10,9,13,2,3,0,5,3,0,1,0.2495806991521011,0.5614652424169971,0.0653561270726112,0.0920655669433144,0.031532364414976
0,1,0,0,0,3,9,6,5,11,0,5,3,0,1,0.1805793477671296,0.5697823550056479,0.0465266937294044,0.1629164822500488,0.0401951212477692
0,0,0,0,0,12,9,12,10,2,1,4,3,5,2,0.0623210276845953,0.109209438586684,0.3217366078849271,0.3803569816103002,0.1263759442334932
1,0,0,0,0,10,6,5,13,11,4,5,3,0,1,0.1658562619411966,0.6321193105936842,0.0484666132856082,0.1448602873062042,0.0086975268733066
0,1,0,0,0,5,4,3,7,10,4,5,3,0,1,0.2307527395972337,0.5792127378347278,0.0618761974651028,0.0950006222751657,0.0331577028277698
0,0,0,1,0,6,3,11,2,13,0,5,3,0,1,0.2255203961133343,0.5481082969608977,0.0601079576821018,0.1448655221131229,0.0213978271305433
1,0,1,1,0,13,11,7,12,13,1,4,3,1,2,0.2136303195474755,0.5668016465114271,0.0714786021890416,0.1308083270361753,0.0172811047158802
0,1,0,1,1,8,9,7,6,2,4,5,2,0,1,0.2018948438128058,0.5819818780627839,0.0692062386431626,0.1024706474390781,0.0444463920421694
0,0,0,0,0,11,4,12,13,2,0,5,3,5,1,0.0700583570013173,0.0845337883291038,0.3417671938450721,0.4157639506526873,0.0878767101718193
0,1,0,1,0,5,7,2,3,7,1,4,3,1,2,0.2112555926232339,0.569720619240033,0.0697105071293417,0.1267562700196187,0.0225570109877727
0,1,0,0,0,8,2,5,7,10,4,5,3,0,1,0.2281599962391405,0.5495815429755619,0.0552741626564994,0.1480326526639491,0.0189516454648489
0,0,1,0,1,13,11,4,4,9,1,4,4,1,2,0.2104592391055554,0.5926161295726728,0.0785413428724176,0.1066953559110842,0.0116879325382699
0,0,0,0,0,11,4,5,6,8,0,5,3,5,1,0.077409210013397,0.1096763676605719,0.2737289355742483,0.3343329209982791,0.2048525657535037
0,0,1,0,0,10,9,9,6,10,2,3,4,2,2,0.2146497070019697,0.5835635097366241,0.0671244017549703,0.1042065416138114,0.0304558398926244
1,0,0,0,0,2,12,4,2,4,3,3,4,2,2,0.184528225888978,0.5701582404261415,0.0759943193228433,0.1303606048270015,0.0389586095350355
0,0,0,0,1,2,11,13,12,10,0,5,3,0,1,0.2033659265423215,0.5811273430458117,0.0473061151805977,0.1312222071378495,0.0369784080934195
0,1,1,0,0,12,5,9,13,9,1,4,3,1,2,0.1918941197439806,0.6085531810184198,0.0671972427758704,0.1050975754591271,0.0272578810026019
1,0,1,0,1,13,5,4,3,9,0,5,3,0,1,0.207601797248901,0.5859982490444723,0.0682770813392254,0.0994038080729516,0.0387190642944495
0,0,0,0,0,2,7,5,8,9,0,5,3,5,1,0.0501853362284735,0.1485172426837205,0.3209377929387459,0.3697851153215269,0.110574512827533
0,0,0,1,0,4,8,7,13,8,1,4,3,1,2,0.1807222632610138,0.5710195157272826,0.0768271649740823,0.1466390217169818,0.0247920343206393
0,0,1,0,0,6,3,10,7,7,1,4,3,1,2,0.1859374303015789,0.5748831168387569,0.0743048575546993,0.1485710395792488,0.0163035557257161
0,1,1,0,0,7,5,8,8,5,3,3,4,2,2,0.1864400446155964,0.5777613802435473,0.0656253810733444,0.1594225347938581,0.0107506592736536
0,1,0,1,1,10,12,13,9,7,4,5,3,0,1,0.2126171916532201,0.5738925950389955,0.0446594429679172,0.1346355876942183,0.0341951826456486
0,0,0,0,0,12,9,13,10,7,4,5,3,5,1,0.0732128808759932,0.12934220171233,0.2922806124068492,0.3693740051715531,0.1357902998332744
0,0,0,0,0,10,9,8,10,13,1,4,3,5,2,0.0429457980767168,0.1020484967847696,0.3065887719929131,0.3672203186755657,0.1811966144700346
0,1,0,1,1,9,7,10,3,7,1,4,3,1,2,0.223882463268168,0.5738833036743837,0.0477598500290085,0.1279442790808826,0.0265301039475572
0,1,1,0,0,6,6,12,5,9,1,4,2,1,2,0.1803181493504249,0.5421472492306422,0.0737838759946976,0.1612992589065916,0.0424514665176437
0,0,0,0,0,3,6,11,4,7,4,5,3,5,1,0.0449001088652596,0.1336531076166821,0.3021244023865566,0.3082528819650165,0.211069499166485
0,0,0,0,0,3,11,6,2,2,1,4,3,5,2,0.0568433624210414,0.1367560780277866,0.3407875852224628,0.2887529561795935,0.1768600181491156
0,1,0,1,0,7,12,11,3,3,1,4,3,1,2,0.2172589954696223,0.6328940101007113,0.0440919754812916,0.0869137864891034,0.0188412324592712
0,0,1,0,0,6,7,6,2,9,1,4,3,1,2,0.182251068785431,0.6078183472834844,0.0715406445070877,0.1247562323671604,0.0136337070568365
0,0,0,0,0,13,11,10,2,11,1,4,2,5,2,0.0524472978566377,0.0808938199051714,0.3647033590003184,0.3299005584938789,0.1720549647439934
0,0,1,0,0,7,10,10,13,7,3,3,4,2,2,0.1739317828727644,0.5958374536414961,0.0736816073810288,0.1433158190788281,0.0132333370258825
1,0,0,0,0,2,11,10,10,7,1,4,4,1,2,0.2453059023487001,0.5307346726073909,0.0644584123345253,0.1386137241258206,0.0208872885835629
0,0,0,0,0,3,8,7,10,3,1,4,3,5,2,0.0405750558367447,0.1344717590524,0.2996263478751994,0.3604421586201182,0.1648846786155376
0,0,0,0,0,10,13,2,8,13,1,4,2,5,2,0.0630760078412236,0.1163346241590396,0.276059527973479,0.3606318724473005,0.1838979675789571
0,0,0,0,0,2,13,5,8,7,0,5,3,5,1,0.0537622587107048,0.0962670535209764,0.3728941112640572,0.3581368813741463,0.1189396951301152
1,0,0,0,0,7,10,3,5,6,4,5,3,0,1,0.2224202272658392,0.5122440615654227,0.0604088932478297,0.1633835337676028,0.0415432841533055
1,1,1,0,1,6,10,3,7,8,4,5,2,0,1,0.2101526274264809,0.5534435392651788,0.0653609150829593,0.1410181572295126,0.0300247609958683
0,0,1,0,1,12,13,12,4,5,1,4,3,1,2,0.2017369734168091,0.5867440184293404,0.0600642023907611,0.1409255008519741,0.0105293049111151
0,0,1,0,0,11,2,11,11,9,2,3,4,3,3,0.1769319289512281,0.5949312272520776,0.0734898648546968,0.1359122411991798,0.0187347377428175
0,0,0,1,0,11,9,5,8,9,1,4,4,1,2,0.1730781401466049,0.6322604711163732,0.0559692111194167,0.1260193167187526,0.0126728608988524
1,1,0,0,0,3,10,3,7,8,1,4,4,1,2,0.2116447856247917,0.5574814320196504,0.0518107667491234,0.1448320813915906,0.0342309342148436
0,0,0,1,0,13,10,12,13,2,1,4,3,1,2,0.2016308241465959,0.5386895477287736,0.0711562179494752,0.1567418368282168,0.0317815733469383
1,0,1,0,1,5,6,5,13,2,1,4,3,1,2,0.2237024427540937,0.5258405709736905,0.079206838133121,0.1318115289189222,0.0394386192201723
0,0,0,1,1,4,7,5,10,12,4,5,4,0,1,0.1966757727975554,0.5823571858393936,0.0752751064543058,0.1105840475296054,0.0351078873791396
0,0,0,1,1,4,6,12,9,10,4,5,3,0,1,0.2367182206478945,0.5600188869795913,0.0542372635880054,0.1128420631642562,0.0361835656202523
1,1,0,0,0,5,9,12,2,3,4,5,3,0,1,0.2034438748097863,0.6133277417916528,0.0644618070179619,0.0978790870645388,0.02088748931606
0,0,0,0,0,7,3,10,7,7,2,3,2,5,3,0.0486131615688985,0.1159315029594139,0.3521670889265924,0.3534252148247148,0.1298630317203802
1,1,0,0,0,12,11,3,8,11,1,4,3,1,2,0.2334198872394198,0.5630173719827536,0.0754314806360045,0.1021834218706174,0.0259478382712045
